Location code,NGR,Sampled date,SX,SY,EX,EY,Altitude,d_f_source,logaltbar,log_area,disch_cat,slope,chalk,clay,hardrock,limestone,peat,shape_Length
122619,NS 52239 62870,2021-05-11,252250,662850,252200,662850,11,18530.87891,2.14037585,1.77057588,4,0.1,0,0,0.72295952,0,0.00750477,50
122675,NS 39014 78541,2021-05-11,239050,678600,239000,678550,2,67683.69531,2.37370467,2.89999819,8,0.1,0,0,0.61715293,0.00449753,0.06228244,70.71067812
398593,NS 64190 73610,2021-06-15,264200,673600,264150,673600,39,7777.989258,1.83673513,1.13481438,1,3.76601005,0,0,0,0,0,50
8211,NO 41477 15478,2021-05-06,341500,715450,341450,715500,9,16669.60352,2.14133191,1.78644967,3,9.78417778,0,0,0.3694559,0,0,70.71067812
1412,NO 35018 00493,2021-05-13,335000,700500,335050,700450,19,16289.26953,2.09385324,1.51689875,2,12.45258999,0,0,0.23777659,0,0,70.71067812
8243,NO 31410 08458,2021-05-06,331450,708450,331400,708500,36,5446.62207,2.08174825,1.01609278,1,3.93936896,0,0,0.31221393,0,0,70.71067812
122530,NS 80049 57446,2021-04-30,280100,657450,280050,657450,94,18389.27734,2.31427836,1.81931353,3,9.96780014,0,0,0.00200864,0,0.1735011,50
122534,NS 74173 59077,2021-04-30,274200,659100,274150,659050,39,29094.06641,2.26980805,1.97400475,4,8.42888832,0,0,0.00185795,0,0.13900095,70.71067812
122642,NS 41243 65504,2021-06-30,241250,665500,241300,665550,18,11367.94629,2.15894341,1.04030561,2,2.7704854,0,0,0.89154702,0,0,70.71067812
122542,NS 68085 62452,2021-04-23,268100,662500,268100,662450,16,37418.09766,2.17819953,2.11173296,4,3.55788302,0,0,0.13889748,0,0.13340807,50
122539,NS 79072 65926,2021-04-23,279100,665950,279050,665900,136,15227.14355,2.32180929,1.54666603,3,9.96780014,0,0,0.388668,0,0.34911957,70.71067812
121225,NS 74714 63781,2021-05-14,274750,663750,274700,663800,68,25095.53516,2.27859831,1.85249519,4,8.5786438,0,0,0.24725255,0,0.20476809,70.71067812
456,NS 98549 65315,2021-05-21,298500,665350,298550,665300,144,17113.53516,2.31110501,1.62831223,3,5.33682442,0,0,0.03918339,0,0.24174854,70.71067812
5565,NT 15297 73200,,315300,673150,315300,673200,30,21226.29102,2.0316031,1.65492213,2,4.21444416,0,0,0.09412871,0,0,50
474,NT 00431 65075,,300400,665050,300400,665100,131,9427.992188,2.2871995,1.04178739,1,8.15547276,0,0,0.0006812,0,0.08514986,50
100690,NS 56845 20102,2021-04-26,256850,620100,256800,620150,110,9036.873047,2.34736109,1.40062428,2,11.0819416,0,0,0.36960843,0,0.0571457,70.71067812
122701,NS 47148 36934,2021-05-05,247100,636900,247150,636950,36,29716.43359,2.12547994,1.87693918,4,2.32567239,0,0,0.13601062,0,0.05555924,70.71067812
122053,NS 44247 18010,2021-04-26,244300,618050,244250,618000,102,9131.544922,2.14785743,1.19103158,1,5.79898977,0,0,0.0979066,0,0,70.71067812
122748,NS 36306 21529,2021-05-26,236350,621500,236300,621550,5,68592.27344,2.34101701,2.76261473,7,0.84288883,0,0,0.2542083,0,0.24038503,70.71067812
134757,NS 32868 19427,2021-05-14,232900,619400,232850,619450,3,7948.700195,1.75684166,1.2375437,1,2.70976567,0,0,0.08260995,0,0,70.71067812
4613,NT 33295 67774,2021-05-20,333300,667750,333300,667800,31,36187.33594,2.43444443,2.12539983,4,7.11576605,0,0,0.26004869,0,0.06918899,50
4148,NT 32615 73047,2021-05-27,332600,673050,332650,673050,7,15758.51465,2.14303327,1.35950351,1,11.0819416,0,0,0.30875123,0,0,50
4257,NT 30370 66236,2021-05-27,330400,666200,330350,666250,57,31303.87305,2.4452467,2.10956168,4,5.60660172,0,0,0.26970744,0,0.07175881,70.71067812
335,NS 92793 72719,2021-05-14,292750,672700,292800,672700,115,22486.33789,2.25976062,1.8743223,4,7.24930954,0,0,0.05806538,0,0.22795419,50
1615,NS 88206 82375,2021-05-14,288000,682350,288050,682350,1,35714.53906,2.27472496,2.28242946,6,-9,0,0,0.50069147,0,0.09635206,50
3570,NT 17905 91773,2021-04-29,317850,691800,317900,691750,115,4735.964355,2.15325093,0.98654783,1,5.90022182,0,0,0.20706549,0,0.27694687,70.71067812
1426,NT 21947 95301,2021-04-29,321950,695250,322000,695300,69,13487.18945,2.11412621,1.31638968,1,10.11466599,0,0,0.15781853,0,0.15661196,70.71067812
122541,NS 74714 63781,2021-04-23,274750,663750,274700,663800,68,25095.53516,2.27859831,1.85249519,4,8.5786438,0,0,0.24725255,0,0.20476809,70.71067812
320337,NS 78191 63655,2021-04-29,278200,663600,278200,663650,107,9529.770508,2.33758831,1.22968185,1,11.15223694,0,0,0.17825575,0,0.13450207,50
122714,NS 39427 44124,2021-05-05,239450,644150,239400,644100,60,15867.08984,2.25535798,1.65884578,4,11.59797955,0,0,0.72020841,0,0.17565122,70.71067812
122753,NS 49334 25084,2021-05-14,249350,625100,249350,625150,65,39811.60156,2.38723087,2.35089707,6,0.84288883,0,0,0.1667261,0,0.3348898,50
122676,NS 47815 71236,2021-05-11,247850,671300,247800,671250,6,10388.65332,2.35594916,1.273175,2,13.80711842,0,0,0.76222843,0,0.01639344,70.71067812
122487,NS 94460 48862,2021-06-01,294450,648850,294500,648850,208,12611.44824,2.42830181,1.73770928,3,3.43145752,0,0,0.08282265,0,0.22432086,50
337274,NS 79372 58360,2021-04-29,279350,658400,279400,658350,127,7691.594238,2.31310821,0.98811281,1,17.78941536,0,0,0.00436793,0,0.16932169,70.71067812
122575,NS 73855 72533,2021-05-14,273900,672550,273850,672500,69,11281.85449,2.14182425,1.54829729,3,3.55788302,0,0,0.01824998,0,0.08262008,70.71067812
122475,NS 68424 61605,2021-05-12,268450,661600,268400,661650,11,125545.8906,2.44163036,3.23402858,9,0.1,0,0,0.46830934,0,0.10470255,70.71067812
457,NT 00990 65767,,301000,665750,301050,665800,123,20710.59766,2.29938078,1.7550168,3,6.98705387,0,0,0.02940013,0,0.19907713,70.71067812
471,NS 93409 65741,2021-05-19,293400,665750,293450,665750,160,8207.279297,2.28544712,1.12799513,1,1.77894151,0,0,0.10798734,0,0.26159003,50
1604,NS 90338 86751,2021-05-14,290300,686750,290350,686750,2,13216.47363,1.59469676,1.60208714,3,0.87338173,0,0,0,0,0.05218424,50
2239,NS 83146 82024,2021-05-14,283100,682050,283150,682000,19,27142.59375,2.39685369,2.06778669,5,8.28427124,0,0,0.80961138,0,0.11119191,70.71067812
11113,NO 48644 03684,2021-05-13,348600,703700,348650,703650,30,8945.148438,2.17562985,1.10380375,1,20.36133194,0,0,0.37874016,0,0,70.71067812
3402,NO 51915 01707,2021-05-13,351850,701750,351900,701700,11,3308.147949,1.474172,1.015674,1,4.51627636,0,0,0.0081987,0,0,70.71067812
6389,,,,,,,,,,,,,,,,,,
4654,,,,,,,,,,,,,,,,,,
7619,,,,,,,,,,,,,,,,,,
5063,,,,,,,,,,,,,,,,,,
5279,,,,,,,,,,,,,,,,,,
4730,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,
5548,,,,,,,,,,,,,,,,,,
16892,NS 91627 72871,2021-05-14,291600,672850,291650,672850,129,20820.65039,2.2535708,1.78302765,3,5.76135683,0,0,0.01178361,0,0.23443615,50
3819,NS 91147 72769,2021-05-14,291100,672800,291150,672800,131,20299.93945,2.254076,1.78040731,3,3.62465477,0,0,0.01131606,0,0.23585492,50
483900,,,,,,,,,,,,,,,,,,
6097,,,,,,,,,,,,,,,,,,
3865,,,,,,,,,,,,,,,,,,
2831,,,,,,,,,,,,,,,,,,
5354,,,,,,,,,,,,,,,,,,
533104,NS 91561 67920,,291550,667900,291600,667900,165,11781.85156,2.33859134,1.28358388,2,15.21791935,0,0,0.42875731,0,0.33728042,50
3870,NS 91036 67670,,291050,667650,291050,667700,169,11036.875,2.3402555,1.27178359,1,6.00505066,0,0,0.43722424,0,0.3465704,50
466823,,,,,,,,,,,,,,,,,,
7006,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,
515704,,2021-05-28,,,,,,,,,,,,,,,,
1634,,2021-05-28,,,,,,,,,,,,,,,,
1374,NO 47360 07206,2021-05-13,347350,707200,347400,707200,150,2571.751709,2.24662328,0.34830487,1,7.11576605,0,0,0.31053811,0,0,50
1373,NO 46605 07224,2021-05-13,346550,707250,346600,707250,160,1751.040894,2.26050377,0.10805738,1,8.47352314,0,0,0.53996104,0,0,50
8207,NO 40152 12038,2021-06-05,340150,712000,340150,712050,70,11336.14258,2.18100238,1.60067344,2,4.2893219,0,0,0.45802245,0,0,50
8206,NO 39975 11955,2021-06-05,339950,711950,340000,711950,65,11115.43164,2.18188286,1.59870839,2,5.90022182,0,0,0.45764312,0,0,50
8253,NO 29222 07366,2021-06-05,329200,707350,329250,707350,40,6617.331543,2.0489862,0.95784664,1,7.72077942,0,0,0.35647383,0,0,50
8252,NO 29095 07178,2021-06-05,329100,707150,329100,707200,43,6375.910645,2.05003333,0.95616841,1,9.27177715,0,0,0.35785398,0,0,50
121301,,,,,,,,,,,,,,,,,,
122603,,,,,,,,,,,,,,,,,,
581849,,2021-04-29,,,,,,,,,,,,,,,,
124092,,2021-04-29,,,,,,,,,,,,,,,,
109631,,2021-04-28,,,,,,,,,,,,,,,,
122526,,2021-04-28,,,,,,,,,,,,,,,,
541439,,2021-04-28,,,,,,,,,,,,,,,,
560536,,2021-04-28,,,,,,,,,,,,,,,,
560535,,2021-04-28,,,,,,,,,,,,,,,,
542089,,2021-04-28,,,,,,,,,,,,,,,,
496632,NS 8354 3148,2021-06-01,283550,631500,283600,631500,188,18474.20508,2.49827743,1.90848505,4,1.74676347,0,0,0.2740432,0,0.1075,50
523608,NS 8347 3128,2021-06-01,283450,631250,283450,631300,188,18182.7832,2.4995327,1.89380336,4,1.74676347,0,0,0.26124573,0,0.11119624,50
532971,,,,,,,,,,,,,,,,,,
532970,,,,,,,,,,,,,,,,,,
133733,,,,,,,,,,,,,,,,,,
575257,,,,,,,,,,,,,,,,,,
533036,NS 54388 88186,2021-05-25,254400,688200,254350,688200,39,26806.19336,2.40153694,1.9596256,5,3.55788302,0,0,0.51941067,0,0.23029438,50
476697,NS 54999 88253,2021-05-25,255000,688250,254950,688250,42,26144.06055,2.40388608,1.95645654,5,3.76601005,0,0,0.5232147,0,0.23198098,50
496127,,,,,,,,,,,,,,,,,,
496126,,,,,,,,,,,,,,,,,,
532984,,,,,,,,,,,,,,,,,,
532981,,,,,,,,,,,,,,,,,,
122756,,,,,,,,,,,,,,,,,,
341018,,,,,,,,,,,,,,,,,,
101933,,,,,,,,,,,,,,,,,,
101932,,,,,,,,,,,,,,,,,,
121167,,,,,,,,,,,,,,,,,,
122485,,,,,,,,,,,,,,,,,,
570442 approx TBC,,,,,,,,,,,,,,,,,,
582398,,,,,,,,,,,,,,,,,,
3782,NO 42647 07235,2021-05-13,342650,707250,342650,707200,147,1363.172852,2.27360106,0.06539297,1,42.03535461,0,0,0.52903223,0,0,50
5468,NO 42809 07347,2021-05-13,342850,707350,342800,707300,165,1121.751465,2.28387785,-0.06930563,1,43.75108337,0,0,0.66568917,0,0,70.71067812
206987,NH 68916 69238,,268900,869250,268900,869200,4,9359.363281,1.65153134,1.36347091,1,9.6649828,0,0,0,0,0.03799935,50
206972,NJ 04158 60524,2021-04-28,304200,860500,304150,860550,2,19957.66016,2.13779521,1.70708025,2,1.87672639,0,0,0.63655102,0,0.04107572,70.71067812
206993,NG 84014 43785,2021-04-29,184050,843800,184000,843750,11,4977.385254,2.5245893,1.09595346,3,52.81222916,0,0,0,0,0,70.71067812
207287,NH 76850 90426,2021-05-28,276850,890450,276900,890400,27,25552.64063,2.25965667,1.79688644,3,8.42888832,0,0,0.87844199,0,0.24323569,70.71067812
206717,NC 68118 60928,2021-05-26,268100,960900,268150,960950,4,36517.47656,2.26150751,2.17281437,5,7.35577679,0,0,0.99837106,0,0.09917883,70.71067812
206910,NC 71369 56928,2021-05-26,271350,956900,271350,956950,8,56556.95703,2.34871697,2.67586541,7,1.74676347,0,0,0.99955708,0,0.32802498,50
206971,NC 07287 13648,2021-05-27,207300,913600,207300,913650,7,17443.44141,2.2717464,1.71018088,5,6.98705387,0,0,0.55786192,0,0.10173951,50
207298,NG 96151 91118,2021-05-27,196150,891100,196200,891150,27,31570.17969,2.55315423,2.18590307,6,17.39696884,0,0,0.6164149,0,0,70.71067812
206763,NC 23899 46972,2021-05-27,223950,947000,223900,946950,7,23958.89063,2.39745665,2.07179928,6,10.67364883,0,0,1,0,0,70.71067812
206908,NC 45868 01257,2021-05-28,245800,901250,245850,901300,2,38090.88672,2.45215893,2.58219123,7,1.14381921,0,0,0.98561287,0.00783801,0.29124931,70.71067812
206811,NC 47132 02352,2021-05-28,247100,902400,247150,902350,6,38788.56641,2.47835088,2.26746511,7,9.11269855,0,0,0.98384875,0,0.30595544,70.71067812
232746,NC 07728 16984,2021-05-27,207750,916950,207700,917000,20,7110.833008,2.03193688,0.9582054,2,39.05442047,0,0,1,0,0,70.71067812
122962,NY 18553 72880,2021-05-05,318550,572900,318550,572850,19,13520.0332,2.11325002,1.60138083,3,5.70117331,0,0,0.49208137,0.08256651,0,50
123183,NX 41561 51798,,241550,551800,241600,551850,22,6975.910645,1.69343662,1.27640438,2,5.24029016,0,0,1,0,0.04762535,70.71067812
122910,NY 29337 67125,2021-04-26,329350,567150,329400,567100,11,28316.86328,2.09295654,1.92225826,4,3.31370854,0,0,0.22587012,0.19438465,0.02801698,70.71067812
320571,NX 23378 82355,2021-04-28,223400,582350,223350,582400,68,8214.385742,2.25532937,1.07454216,2,20.02357674,0,0,1,0,0.88987154,70.71067812
122772,NS 28571 02582,2021-04-28,228600,602550,228550,602600,25,43683.23828,2.30812812,2.27720785,6,0.88947076,0,0,0.3763898,0,0.02341212,70.71067812
134701,NX 02323 64128,2021-04-28,202300,564150,202350,564100,9,8093.674805,1.8198446,1.31318152,2,6.62741709,0,0,0.80977267,0,0.06089704,70.71067812
130812,NX 09014 50779,2021-04-28,209000,550800,209050,550800,20,6945.149414,1.95817053,0.95999485,1,16.29942322,0,0,1,0,0,50
129912,NX 47665 36671,,247650,536700,247650,536650,3,6700.174316,1.65057921,1.1119343,1,7.8971467,0,0,1,0,0,50
134604,NY 23458 66139,2021-05-05,323450,566200,323500,566150,11,5580.9375,1.66014636,1.20364475,2,4.14213562,0,0,0,0,0.04332864,70.71067812
134708,NY 04122 74894,2021-05-05,304100,574900,304150,574850,20,7076.950195,2.09124994,0.98079848,1,9.11269855,0,0,1,0,0,70.71067812
123170,NX 40057 61166,,240050,561200,240050,561150,24,5013.780762,1.72402298,0.90430975,1,8.81037426,0,0,1,0,0.10221253,50
114648,NX 73433 59930,2021-04-26,273450,560000,273400,559950,39,74429.90625,2.39007139,2.93702865,8,1.62890661,0,0,1,0,0.08958412,70.71067812
123171,NX 25493 64820,2021-04-14,225500,564850,225500,564800,105,16625.66992,2.26858401,1.56080306,3,11.0819416,0,0,1,0,0.804811,50
135386,NX 97033 77901,2021-04-26,297050,577900,297000,577900,3,91614.60156,2.44574189,2.93501711,8,2.66841221,0,0,0.73375124,0,0.10191022,50
323693,NS 62405 14068,2021-04-26,262350,614050,262400,614050,182,20484.86914,2.52926326,2.06381178,5,2.62014508,0,0,0.62506747,0,0.2319829,50
120753,,2021-04-26,,,,,,,,,,,,,,,,
551958,NY 29635 67840,2021-04-26,329650,567850,329650,567800,15,27251.17578,2.10710144,1.90540457,4,3.49352694,0,0,0.23480774,0.20207641,0.02477386,50
551957,NY 29555 68207,2021-04-26,329550,568250,329550,568200,16,26809.75391,2.10808706,1.90422857,4,1.88300502,0,0,0.23544446,0.20262437,0.02484104,50
666,NT 53093 68784,2021-04-20,353100,668750,353100,668800,96,13512.92383,2.41639924,1.63334215,2,5.14718628,0,0,0.60180283,0,0.00034894,50
9599,NT 84055 39515,2021-04-30,384050,639500,384100,639500,11,28405.33984,1.94299126,2.05321288,3,7.11576605,0,0,0.12474012,0,0,50
9631,NT 76535 37591,2021-04-23,376500,637650,376550,637600,23,38299.46875,2.17296982,2.09626675,3,3.75552773,0,0,0.29339424,0,0.02760085,70.71067812
9490,NT 86406 54534,2021-05-07,386350,654500,386400,654550,36,43224.35156,2.27161312,2.22389817,4,0.84288883,0,0,0.19134991,0,0.02887343,70.71067812
4429,NT 60749 77978,2021-04-20,360750,677950,360750,678000,3,44928.51953,2.23416138,2.49453712,5,3.37155533,0,0,0.26973021,0,0.00473941,50
9602,NT 81331 46073,2021-04-30,381350,646100,381300,646050,50,16470.64453,1.90776718,1.6873951,2,1.52594852,0,0,0.03229948,0,0,70.71067812
7352,,,,,,,,,,,,,,,,,,
5258,,,,,,,,,,,,,,,,,,
3100,NT 33744 61360,2021-05-10,333800,661350,333750,661350,107,14200.36133,2.39644027,1.49185181,2,13.48622131,0,0,0.1319478,0,0,50
4379,,,,,,,,,,,,,,,,,,
963,NT 53502 74573,2021-04-28,353500,674550,353550,674600,37,34450.93359,2.26329708,2.44487977,5,1.74676347,0,0,0.22474734,0,0.00531352,70.71067812
4435,NT 52955 74488,2021-04-28,352950,674500,353000,674500,38,33838.80078,2.26422954,2.44354463,5,2.66841221,0,0,0.22387281,0,0.00532988,50
669,NT 39268 64991,2021-05-18,339300,664950,339250,665000,108,10483.62891,2.2990787,1.41005981,1,6.86291504,0,0,0.02188077,0,0,70.71067812
4448,NT 38916 64453,2021-05-18,338900,664450,338950,664450,107,9759.363281,2.30528665,1.38210714,1,5.90022182,0,0,0.02333541,0,0,50
581803,NT 72285 46160,2021-05-07,372250,646150,372300,646200,137,20584.86719,2.35777545,1.9357717,3,4.36690855,0,0,0.30488971,0,0.05605635,70.71067812
9500,NT 71959 46059,2021-05-07,371950,646050,372000,646050,139,20243.44531,2.35849977,1.93152142,3,0.88947076,0,0,0.30788818,0,0.05660764,50
583265,NT 76848 41298,2021-04-30,376800,641250,376850,641300,68,4858.756348,1.92145872,0.63472909,1,4.2893219,0,0,0,0,0,70.71067812
9615,NT 76538 41349,2021-04-30,376500,641350,376550,641350,69,4517.335449,1.92429185,0.6135776,1,3.37155533,0,0,0,0,0,50
581804,NT 47638 30583,2021-04-23,347650,630550,347650,630600,106,52514.0625,2.57362151,2.69606566,7,2.7704854,0,0,1,0,0.11667262,50
9801,NT 47147 29582,2021-04-23,347100,629600,347150,629650,108,51277.66406,2.57681942,2.68949986,7,3.00442219,0,0,1,0,0.11844996,70.71067812
10476,NO 19384 38559,2021-05-12,319400,738550,319350,738600,36,17027.75391,2.10637164,1.8067733,3,16.56854248,0,0,0.19804955,0,0,70.71067812
1584,NS 66858 96011,2021-05-31,266800,696050,266850,696000,8,55214.375,2.20744491,2.44694853,7,0.1,0,0,0.47153091,0,0.07640291,70.71067812
7672,NO 65930 66931,2021-04-29,365950,766950,365950,766900,26,23549.70117,2.1824584,2.13879991,4,3.55788302,0,0,0.23365963,0,0.05257614,50
7957,NO 50247 35507,2021-05-18,350200,735550,350250,735500,60,7738.041992,2.06987047,0.95267135,1,9.11269855,0,0,0.1653192,0,0,70.71067812
8574,NO 38953 47828,2021-05-18,294450,648850,294500,648850,208,12611.44824,2.42830181,1.73770928,3,3.43145752,0,0,0.08282265,0,0.22432086,50
8832,NO 16168 15836,2021-05-12,316200,715800,316150,715850,17,14730.69629,2.30692124,1.53144693,2,8.28427124,0,0,0.97058606,0,0,70.71067812
8895,NN 88163 18261,2021-05-13,288150,718250,288200,718250,30,4556.370605,1.9912076,0.95400119,1,3.69398069,0,0,0,0,0,50
1540,NS 85695 95940,2021-05-18,285700,695950,285650,695950,3,48623.19531,2.45771122,2.25229454,6,0.92349517,0,0,0.50048947,0,0.06234267,50
7740,NO 37278 65336,2021-05-18,337350,765150,337350,765100,211,34633.77344,2.74417496,2.11697292,5,0.85786438,0,0,0.98426402,0.015736,0.15596592,50
